"fy_ef","org_id","org_name","voted_or_statutory","description","authorities","expenditures"
"FY 2021-22",126,"Department of Foreign Affairs, Trade and Development","S","Payments under the Diplomatic Service (Special) Superannuation Act",795791.00,795791.00
"FY 2021-22",126,"Department of Foreign Affairs, Trade and Development","S","Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan",22187530.00,
"FY 2021-22",126,"Department of Foreign Affairs, Trade and Development","S","Refunds of amounts credited to revenues in previous years",14062.00,14062.00
"FY 2021-22",126,"Department of Foreign Affairs, Trade and Development","S","Salary and Motor Car Allowance",270637.00,270637.00
"FY 2021-22",126,"Department of Foreign Affairs, Trade and Development","S","Spending of proceeds from the disposal of surplus Crown assets",3008607.00,1300869.00
"FY 2021-22",127,"Department of Health",1,"Operating/Program",4943034037.00,1748040957.00
"FY 2021-22",127,"Department of Health",10,"Grants & Contributions",3455289608.00,3250849610.00
"FY 2021-22",127,"Department of Health",5,"Capital",21084418.00,16665249.00
"FY 2021-22",127,"Department of Health","S","Collection Agency Fees",6923.00,6923.00
"FY 2021-22",127,"Department of Health","S","Contributions to employee benefit plans",128043607.00,128043607.00
"FY 2021-22",127,"Department of Health","S","Payments for expenses in relation to COVID-19 tests",710876835.00,710876835.00
"FY 2021-22",127,"Department of Health","S","Refunds of amounts credited to revenues in previous years",265000.00,265000.00
"FY 2021-22",127,"Department of Health","S","Salary and Motor Car Allowance",128492.00,128492.00
"FY 2021-22",127,"Department of Health","S","Spending of proceeds from the disposal of surplus Crown assets",297706.00,88808.00
"FY 2021-22",127,"Department of Health","S","Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act",189819220.00,189819220.00
"FY 2021-22",128,"Department of Employment and Social Development",1,"Operating/Program",1357634135.00,1232609394.00
"FY 2021-22",128,"Department of Employment and Social Development",10,"Debt Forgiveness",170358003.00,168772499.00
"FY 2021-22",128,"Department of Employment and Social Development",5,"Grants & Contributions",6273677695.00,4793596083.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Allowance payments (Old Age Security Act)",528908824.00,528908824.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Benefit enhancement measures for the Employment Insurance Operating Account",-94724299.00,-94724299.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities",185520238.00,185520238.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities",469040662.00,469040662.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children",1089549480.00,1089549480.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families",142304157.00,142304157.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act",3154531140.00,3154531140.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",33414301.00,33414301.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",364367136.00,364367136.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Guaranteed Income Supplement Payments (Old Age Security Act)",14004834366.00,14004834366.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Old Age Security payments (Old Age Security Act)",46221407443.00,46221407443.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments for the Canada Worker Lockdown Benefit pursuant to the Canada Worker Lockdown Benefit Act",946129117.00,946129117.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments for the Temporary Foreign Worker Program pursuant to the the Public Health Events of National Concern Payments Act",-20000.00,-20000.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)",34122519.00,34122519.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments pursuant to the Canada Recovery Benefits Act",16581988533.00,16581988533.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Apprentice Loans Act",2407688.00,2407688.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act",1223515704.00,1223515704.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Payments to the provinces for Early Learning and Child Care",2648082433.00,2648082433.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Refunds of amounts credited to revenues in previous years",2860079.00,2860079.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Salary and Motor Car Allowance",274105.00,274105.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act",225965376.00,225932000.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Spending of proceeds from the disposal of surplus Crown assets",321391.00,59898.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Spending pursuant to section 12(4) of the Canada Education Savings Act",1749238.00,879608.00
"FY 2021-22",128,"Department of Employment and Social Development","S","The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act",788838.00,788838.00
"FY 2021-22",128,"Department of Employment and Social Development","S","The provision of funds for interest payments to lending institutions under the Canada Student Loans Act",8463.00,8463.00
"FY 2021-22",128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-1412111.00,-1412111.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Transfer Payments in Connection with the Budget Implementation Act",1809727560.00,1809727560.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Universal Child Care Benefit (Universal Child Care Benefit Act)",3699991.00,3699991.00
"FY 2021-22",128,"Department of Employment and Social Development","S","Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility",11688465.00,11688465.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs",1,"Operating/Program",2811338015.00,1873249356.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs",10,"Grants & Contributions",4223801797.00,2923086145.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs",25,"Debt Forgiveness",515307.00,505411.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs",5,"Capital",1944416.00,1422055.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions to employee benefit plans",26505895.00,26505895.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Court Awards",1550000.00,1550000.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts",5063955.00,5063955.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grassy Narrows and Islington Bands Mercury Disability Board",,
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Payments to comprehensive claim beneficiaries in compensation for resource royalties",,
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Refunds of amounts credited to revenues in previous years",572928.00,572928.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Salary and Motor Car Allowance",181400.00,181400.00
"FY 2021-22",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",25580.00,5832.00
"FY 2021-22",130,"Department of Industry",1,"Operating/Program",595321628.00,564606696.00
"FY 2021-22",130,"Department of Industry",10,"Grants & Contributions",3925882807.00,2321941169.00
"FY 2021-22",130,"Department of Industry",5,"Capital",56506431.00,16594785.00
"FY 2021-22",130,"Department of Industry","S","Canadian Intellectual Property Office Revolving Fund",100581019.00,17128598.00
"FY 2021-22",130,"Department of Industry","S","Contributions to employee benefit plans",65875947.00,65875947.00
"FY 2021-22",130,"Department of Industry","S","Contributions to the Canadian Institute for Advanced Research - Pan Canadian Artificial Intelligence",25849032.00,25849032.00
"FY 2021-22",130,"Department of Industry","S","Liabilities under the Canada Small Business Financing Act",82146609.00,82146609.00
"FY 2021-22",130,"Department of Industry","S","Refunds of amounts credited to revenues in previous years",411982.00,411982.00
"FY 2021-22",130,"Department of Industry","S","Salary and Motor Car Allowance",222117.00,222117.00
"FY 2021-22",130,"Department of Industry","S","Spending of proceeds from the disposal of surplus Crown assets",161828.00,86809.00
"FY 2021-22",132,"Department of Justice",1,"Operating/Program",308227218.00,292054845.00
"FY 2021-22",132,"Department of Justice",5,"Grants & Contributions",545609778.00,529544281.00
"FY 2021-22",132,"Department of Justice","S","Contributions to employee benefit plans",85726293.00,85726293.00
"FY 2021-22",132,"Department of Justice","S","Refunds of amounts credited to revenues in previous years",250.00,250.00
"FY 2021-22",132,"Department of Justice","S","Salary and Motor Car Allowance",90700.00,90700.00
"FY 2021-22",132,"Department of Justice","S","Spending of proceeds from the disposal of surplus Crown assets",2197.00,1234.00
"FY 2021-22",133,"Department of National Defence",1,"Operating/Program",18315760303.00,17026335819.00
"FY 2021-22",133,"Department of National Defence",10,"Grants & Contributions",344013167.00,313285109.00
"FY 2021-22",133,"Department of National Defence",15,"Operating/Program",532281864.00,517142045.00
"FY 2021-22",133,"Department of National Defence",5,"Capital",5797367581.00,4641317354.00
"FY 2021-22",133,"Department of National Defence","S","Contributions to employee benefit plans",307511604.00,307511604.00
"FY 2021-22",133,"Department of National Defence","S","Contributions to employee benefit plans (Members of the Military)",1312114523.00,1312114523.00
"FY 2021-22",133,"Department of National Defence","S","Losses on Foreign Exchange",5625336.00,5625336.00
"FY 2021-22",133,"Department of National Defence","S","Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)",8820.00,8820.00
"FY 2021-22",133,"Department of National Defence","S","Payments under Parts I-IV of the Defence Services Pension Continuation Act",135276.00,135276.00
"FY 2021-22",133,"Department of National Defence","S","Payments under the Supplementary Retirement Benefits Act",626966.00,626966.00
"FY 2021-22",133,"Department of National Defence","S","Salary and Motor Car Allowance",90700.00,90700.00
"FY 2021-22",133,"Department of National Defence","S","Spending of proceeds from the disposal of surplus Crown assets",19673049.00,1951409.00
